Job Name,Company,Rating,Location,Salary,Description,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,hourly,employer provided,min_salary,max_salary,avg_salary,job_state,age,python_yn,R_yn,spark_yn,aws_yn,excel_yn
"Scientist, Data I",ABBVIE,3.9,"Crystal Lake, IL",$67K - $92K (Glassdoor est.),"AbbVie’s Operations Business Insights (OBI) group is continuously innovating to transform AbbVie operations organization to enable the use of data and analytics to drive world-class innovation, performance, and agility across many functional areas.
We are looking for an Associate Data Scientist with entry-level experience in Software Engineering and Data Engineering who aspire to further advance in Data Science skills.
The Associate Data Scientist will assist in bringing machine learning solutions to life by translating business requirements into deployable applications, using complex SQL queries for data query and writing efficient R/Python codes.

Responsibilities:",-1,10000+ Employees,2013,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$10+ billion (USD),-1,0,0,67.0,92.0,79.5,IL,10,1,0,0,1,0
Marketing Data Scientist,Sephora USA,3.6,"San Francisco, CA",Employer Provided Salary:$153K - $169K,"Position
Marketing Data Scientist

Profile
Job ID: 230380
Location Name: FSC REMOTE SF/NY/DC -173(USA_0173)
Address: FSC, San Francisco, CA 94105, United States (US)
Job Type: Full Time
Position Type: Regular
Job Function: Marketing
Yes",-1,10000+ Employees,1969,Company - Private,Beauty & Personal Accessories Stores,Retail & Wholesale,$1 to $5 billion (USD),-1,0,1,153.0,169.0,161.0,CA,54,0,0,0,1,0
Junior Data Scientist,Choice Fitness,3.3,"Atlanta, GA",$72K - $102K (Glassdoor est.),"As a Junior Data Scientist, you will help support the Senior Data Scientist in analysis and research, and machine learning modeling that is underpinning new and current products. Additionally, the Junior Data Scientist will support the Data Engineer in building new data pipelines including new ETL functions.

Minimum Qualifications

Bachelors degree in STEM field using applied statistics and/or machine learning with two plus years of experience.

Strong statistical and mathematical skills: You should have a strong understanding of statistical concepts such as probability theory, hypothesis testing, regression analysis, and machine learning algorithms.

You should be proficient in at least one programming language, such as Python or R. You should also be familiar with SQL for data querying and manipulation.

You should be able to clean, manipulate, and transform data using tools like pandas and numpy in Python or tidyverse in R. You should also be able to create effective data visualizations using libraries such as Matplotlib or ggplot2.

You should have a basic understanding of machine learning algorithms such as linear regression, logistic regression, decision trees, and clustering techniques.

You should have excellent communication skills, including the ability to clearly explain complex technical concepts to non-technical stakeholders.

The ability to work collaboratively with other team members, including data engineers, data analysts, and business stakeholders, can be beneficial for you in delivering successful projects.

You should be able to identify and solve complex problems, often with incomplete or imperfect data.

You should have excellent attention to detail, ensuring that your data analysis is accurate and error-free.

You should be willing to learn new skills and keep up with the latest industry trends and developments.

Nice-to-have skills and Experience

Experience with AGILE/SCRUM/JIRA.

Experience with the AWS cloud platform.

Understanding of deep learning algorithms.

Having domain expertise in criminal justice, crime analysis and/or risk calculation.

Knowledge of data ethics and privacy.

Project management skills scoping, planning, and executing.",-1,Unknown,-1,Company - Public,Beauty & Wellness,Personal Consumer Services,Unknown / Non-Applicable,-1,0,0,72.0,102.0,87.0,GA,-1,1,0,0,1,1
Junior Data Scientist,Soothsayer Analytics,2.9,"Livonia, MI",$81K - $113K (Glassdoor est.),"Junior Data Scientist
Working Hours : Full Time(W2)
Experience : 1+Years
Locations : Livonia , Michigan

Soothsayer is seeking Data Scientist who has an interest in solving challenging ML/ AI problems. The Data Science team works on a variety of exciting analytics (ML, AI) projects.",-1,Unknown,-1,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1,0,0,81.0,113.0,97.0,MI,-1,0,0,0,1,0
Data Scientist (REMOTE),"General Dynamics Mission Systems, Inc",3.8,Remote,Employer Provided Salary:$120K - $133K,"Basic Qualifications :
Requires a Bachelor’s degree in Engineering, or a related Science or Mathematics field. Also requires 5+ years of job-related experience, or a Master's degree plus 3 years of job-related experience.

Due to the nature of work performed within our facilities, U.S. citizenship is required.
Responsibilities for this Position:
GDMS’ Deep Learning Analytics Center of Excellence (DLACoE) is looking for a data science professional having a wide range of data integration, data visualization, big data, and programming skills. Candidates should possess a demonstrated understanding of machine learning and profiency in software engineering with the ability to apply these skills under real world conditions.

Our Commitment to You:


Salary Note: This estimate represents the typical salary range for this position based on experience and other factors (geographic location, etc.). Actual pay may vary. Combined Salary Range: USD $119,700.00 - USD $132,700.00 /Yr. Company Overview:",-1,10000+ Employees,1952,Subsidiary or Business Segment,Aerospace & Defense,Aerospace & Defense,$1 to $5 billion (USD),-1,0,1,120.0,133.0,126.5,Remote,71,0,0,0,1,1
Data Scientist (All Levels),Noblis,4.4,"Reston, VA",Employer Provided Salary:$84K - $147K,"Responsibilities:
Noblis is seeking to hire Data Scientists (All Levels) in Reston, VA

As a Data Scientist with our team, you will be working with our federal clients to rapidly develop innovative proof of concept and prototype solutions for our clients’ immediate mission challenges. In your role, you will work on multiple projects with teams of other data scientists, software developers, and SMEs to apply the best practices and state of the art data science and machine learning processes. As a data scientist you will be working closely with federal clients providing services to develop AI/ML models and weights to selected data to facilitate object detection, data triage, search/optimization, inference, facial recognition, behavior detection, and automated discovery and decision making, maintaining model versioning system and experience identifying new vulnerabilities in models.

On our team, you will:
Qualifications:

Client Engagement: · Learn about and support Noblis’ client engagement, corporate values, and corporate strategic priorities, including providing input to proposal writers. · Build a productive relationship with your client and understand their structure and goals. · Participate in the proposal process by providing input to proposal writers. Overview:",-1,1001 to 5000 Employees,1996,Nonprofit Organization,Business Consulting,Management & Consulting,$100 to $500 million (USD),-1,0,1,84.0,147.0,115.5,VA,27,0,0,0,1,0
Data Scientist I,Navy Federal Credit Union,4.1,"Vienna, VA",$96K - $133K (Glassdoor est.),"Provide independent data science, machine learning, and analytical insights using member, financial, and organizational data to support mission critical decision making for various areas of the organization. Understand business needs and identify opportunities for new products, services, and process optimization to meet business objectives through the use of cutting-edge data science. Create descriptive, predictive, and prescriptive models and insights to drive impact across the organization. Conduct work assignments of increasing complexity, under moderate supervision with some latitude for independent judgment. Intermediate professional within field; requires moderate skill set and proficiency in discipline.",-1,10000+ Employees,1933,Self-employed,Banking & Lending,Financial Services,Unknown / Non-Applicable,-1,0,0,96.0,133.0,114.5,VA,90,0,0,0,1,0
Head of Data,Calendly,3.6,"Atlanta, GA",$103K - $150K (Glassdoor est.),"About the team & opportunity
What's so great about working on Calendly's Engineering team?
We make things possible for our customers through impactful innovation.
As Head of Data, you will guide the design and implementation of a multi-disciplinary data team comprising data architecture, data engineering, machine learning and data science to form the foundation of business and product intelligence for Calendly. This role leads the teams in the creation, support, and evolution of the cloud technology underpinning a hyper-growth SaaS solution. In partnership with development, product, and business partners, you own the data structures, models, and ecosystem of services that inform business strategy, improve our understanding of our customers, and enable an intelligent product experience. Your team strives for excellence in flexibility, scalability and security of Calendly's greatest untapped asset!",-1,501 to 1000 Employees,2013,Company - Private,Software Development,Information Technology,Unknown / Non-Applicable,-1,0,0,103.0,150.0,126.5,GA,10,0,0,0,1,1
Technical Associate I/Data Scientist,MIT,4.3,"Cambridge, MA",$85K - $122K (Glassdoor est.),"TECHNICAL ASSOCIATE I/DATA SCIENTIST, Biological Engineering, to implement, design, and build supervised and unsupervised algorithms to predict human performance in behavioral, cognitive, and physical tasks from their molecular features as part of the data science and engineering team within the Fraenkel Lab. Technological advances in the acquisition of biological data over the past decade have resulted in an explosion of information. Computational integration of different data modalities remains a key challenge, however, for researchers aiming to understand the underlying spatial and temporal biological processes. Will address this challenge through the application of state-of-the-art machine learning tools with the goal of generating new testable hypotheses. The main responsibilities include researching, designing, implementing, and comparing novel ML solutions within the multi-omics integration domain for predicting biological aptitude and/or other clinical outcomes; identifying and analyzing biological databases to develop novel feature solutions and develop automated processing tools; assisting with developing research publications and/or related novel intellectual property; and performing other duties as assigned.",-1,10000+ Employees,1861,College / University,Colleges & Universities,Education,$1 to $5 billion (USD),-1,0,0,85.0,122.0,103.5,MA,162,0,0,0,1,0
Sr Data Scientist,f5,4.1,"San Jose, CA",Employer Provided Salary:$160K - $241K,"At F5, we strive to bring a better digital world to life. Our teams empower organizations across the globe to create, secure, and run applications that enhance how we experience our evolving digital world. We are passionate about cybersecurity, from protecting consumers from fraud to enabling companies to focus on innovation.

Everything we do centers around people. That means we obsess over how to make the lives of our customers, and their customers, better. And it means we prioritize a diverse F5 community where each individual can thrive.
Today, as part of F5, Security products identify and stop automated attacks and fraud against web and mobile applications of the Fortune Global 2000. Tomorrow, we’ll need to fight even more sophisticated adversaries, while helping human users to have ever more friction-less experience. Come be a part of our unparalleled team that is responsible for making the Internet a safer place for everyone.
The Position
The annual U.S. base pay range for this position is: $160,499.00 - $240,749.00",-1,5001 to 10000 Employees,1996,Company - Public,Computer Hardware Development,Information Technology,$1 to $5 billion (USD),-1,0,1,160.0,241.0,200.5,CA,27,0,0,0,1,0
Sr. Data Scientist,General Mills,4.1,"Minneapolis, MN",$94K - $123K (Glassdoor est.),"Job Description:
SENIOR DATA SCIENTIST

OVERVIEW
Do you see patterns or opportunities that others don’t see? Do you enjoying asking questions and analyzing data to deepen your knowledge? Do you like to challenge historical assumptions and recommend new ways to drive action based on data driven insights? Do you like to find the best way to tackle a problem and share the approach with others?

To make the food people love, we need to make sure we feed our decision makers the right data and solutions at the right time, every time. As a Senior Data Scientist at General Mills, you will apply your strong expertise in machine learning, data mining and information retrieval to design, prototype and build next generation advanced analytics engine and services. You will collaborate with product owners, business partners and other Data Scientists in the consumer marketing and media space to define technical problem statement and hypothesis to test. In addition, you will develop efficient and accurate analytical models that mimic business decisions.


Company Overview:",-1,10000+ Employees,1866,Company - Public,Food & Beverage Manufacturing,Manufacturing,$10+ billion (USD),-1,0,0,94.0,123.0,108.5,MN,157,0,0,0,1,0
Jr. Data Scientist,Kyla,3.5,"San Jose, CA",$91K - $131K (Glassdoor est.),"Job Type: Full Time
We are looking for Jr. Data Scientists to join our team.
Kyla is the next generation of healthcare tech. Our mission is to help people live longer and healthier. With the latest AI technologies, we provide the best digital healthcare for everyone. We have several digital products such as mobile app, and three web applications for companies and doctors. We work with Fortune 500 companies. Our solutions are used by thousands, and recently we won the Exceptional Innovation By The 2020 Pandemic Tech Innovation Awards. Our team is bright minds who love their job and development and are not afraid of working in a fast-growing lean startup.
If you would like to join us, do not hesitate to apply.
Required skills:",-1,1 to 50 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,0,0,91.0,131.0,111.0,CA,-1,0,0,0,1,0
Data Scientist,OneMagnify,4.4,"Detroit, MI",$102K - $141K (Glassdoor est.),"OneMagnify is a one-of-a-kind combination of technology, creative, strategy, data, analytics, and a wide range of marketing services that cut across multiple practice and solution areas to deliver a whole that is truly greater than the sum of its parts. Today’s sophisticated business and marketing landscape requires a fresh, vigilant, and more connected approach to human communications – and we get it.
We’re always looking for diverse, passionate, and skilled candidates to join our award-winning work environments. Our offices have been rated Top, Best, and Coolest places to work by numerous sources for multiple years in a row dating back to 2010. In fact, we were recently rated one of the Best and Brightest companies to work for in the nation. Apply today. Show us what you can do. You might be exactly who we need.
We are looking for a client facing Data Scientist who is excited to create exceptional client partnerships. This role is perfect for a creative problem solver with a vision of how to harness the power of data to help clients make informed decisions.
About You:",-1,201 to 500 Employees,1967,Company - Private,Advertising & Public Relations,Media & Communication,Unknown / Non-Applicable,-1,0,0,102.0,141.0,121.5,MI,56,0,0,0,1,0
Data Scientist,Upen Group Inc,-1.0,"Irving, TX",Employer Provided Salary:$40K - $64K,"We are a leading job agency seeking a Junior Data Analyst to join our team and work with some of our top vendors. The ideal candidate will have strong analytical skills, excellent attention to detail, and a desire to learn and grow in the field of data analysis.
Responsibilities:
Collect, manipulate and analyze data from various sources
Prepare reports and visualizations to communicate findings to stakeholders
Identify trends and patterns in data to help inform business decisions
Collaborate with cross-functional teams to develop and implement data-driven solutions
Requirements:",-1,-1,-1,-1,-1,-1,-1,-1,0,1,40.0,64.0,52.0,TX,-1,0,0,0,1,1
Healthcare Data Scientist,Lown Institute,5.0,Remote,Employer Provided Salary:$85K - $98K,"The Data Scientist’s primary responsibility will be the development of analytic plans, coding and data analysis and cleaning.
Description
Healthcare Data Scientist

Do you believe we need deep, structural changes in health care and want to devote your knowledge and passion to creating a better system? The Lown Institute seeks an energetic and thoughtful individual to join our team as we seek to catalyze transformation in the US health system. The Healthcare Data Scientist should have a passion for data, for improving the healthcare system, and for creating solutions that have impact. The successful candidate will spend time working both independently and as part of a highly collaborative team focused on specific deadlines. While this is an individual contributor role, the ideal candidate should be able to collaborate with others to solve complex problems. This is a two year, full-time contract position.",-1,Unknown,-1,Nonprofit Organization,Civic & Social Services,Nonprofit & NGO,Unknown / Non-Applicable,-1,0,1,85.0,98.0,91.5,Remote,-1,0,0,0,1,0
Junior Data Scientist,Augray,3.9,"Brookfield, WI",Employer Provided Salary:$55K - $60K,"Brookfield, WI, USA
Summary:
Hiring Fresher to 1 year experience in Data Science, ML with python and strong analytical skills with a passion to take part in R&D.
About AugRay:
Augray is on a mission to build next generation method of communication using Extended Reality – XR (AR/ VR/ MR) technologies and change the way businesses re conducted and how interactions happen with people. In an age where innovation is happening all around us, there’s commonality – people are driving these changes. We offer a solution that helps to articulate product demonstration and how people conversation takes place using smartphones and wearable glasses.",-1,51 to 200 Employees,2014,Subsidiary or Business Segment,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1,0,1,55.0,60.0,57.5,WI,9,1,0,0,1,0
Data Scientist I,VirginPulse,3.4,Remote,Employer Provided Salary:$95K,"Overview:
Join Virgin Pulse Today!

Virgin Pulse is the #1 health and wellbeing navigation platform. Our mission is to change lives for good. We empower 14 million users to get and stay healthy every day by making better choices.

We are looking for a Data Scientist I to join our team who embodies our values: People Matter, We Deliver, One Team One Dream, and Grow Forward. By joining us, you will gain access to health and wellbeing resources, an inclusive global network of nearly 2,000 employees, learning development opportunities, and more.
Responsibilities:
Position Summary

The Data Scientist supports the organization's efforts to drive personalization and targeted intervention through solid statistical and modeling skill set. A successful candidate will have a desire for continuous learning and strong interpersonal relationship skills.
Qualifications:",-1,501 to 1000 Employees,2004,Company - Private,Computer Hardware Development,Information Technology,$100 to $500 million (USD),-1,0,1,95.0,0.0,95.0,Remote,19,0,0,0,1,0
Associate Data Scientist,Tencent,4.0,"Palo Alto, CA",Employer Provided Salary:$65K - $131K,"Work Mode:
Onsite
Responsibilities:
About Tencent
Tencent is a world-leading internet and technology company that develops innovative products and services to improve the quality of life of people around the world. Founded in 1998 with its headquarters in Shenzhen China, our guiding principle is to use technology for good.
We are not only a major video game publisher in the world, we also produce other high-quality digital content, enriching interactive entertainment experiences for people around the globe. We offer a range of services such as cloud computing, advertising, FinTech, and other enterprise services to support our clients' digital transformation and business growth.
About IEG






California
The base pay range for this position in the state(s) above is $65,450 to $130,900 per year. Actual pay is based on market location and may vary depending on job-related knowledge, skills, and experience. A sign on payment, relocation package, and restricted stock units may be provided as part of the compensation package, as well as other medical, financial, and/or other benefits, dependent on the specific position offered.",-1,10000+ Employees,1998,Company - Public,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1,0,1,65.0,131.0,98.0,CA,25,0,0,0,1,0
Data Scientist Co-Op - Masters Degree - Fall 2023,Torc Robotics,4.3,"Austin, TX",Employer Provided Salary:$31.00 - $37.00 Per Hour,"About the Company
At Torc, we have always believed that autonomous vehicle technology will transform how we travel, move freight, and do business.
A leader in autonomous driving since 2007, Torc has spent over a decade commercializing our solutions with experienced partners. Now a part of the Daimler family, we are focused solely on developing software for automated trucks to transform how the world moves freight.
Join us and catapult your career with the company that helped pioneer autonomous technology, and the first AV software company with the vision to partner directly with a truck manufacturer.",-1,501 to 1000 Employees,2007,Company - Private,Software Development,Information Technology,$25 to $100 million (USD),-1,1,1,31.0,37.0,34.0,TX,16,0,0,0,1,0
Data Scientist - All Levels,Silver Edge,-1.0,"Chantilly, VA",$82K - $126K (Glassdoor est.),"Description
The Data Scientist will act in a consultant capacity for assessments of data science requests. Data Scientist to conduct hands-on machine learning. Required Skills

Demonstrated experience with the following:
Experience with Python, R, MATLAB, SQL, and DS tools (PyTorch, TensorFlow, Pandas, etc.).
Familiarity with virtualized data science environment preferred.
Creating user friendly repo rts using various databases, programs, and scripts.
About Silver Edge
Map a new path to mission accomplished. SilverEdge Government Solutions was founded on the belief that nurturing talent and collaborating closely with our customers enables us to think big and deliver the best for our country. Our mission is to bring top technology talent together to solve the world’s most challenging problems while protecting the United States and our allies.
SilverEdge Government Solutions, LLC is an Equal Opportunity Employer and applicants receive lawful consideration for employment without regard to race, religion, color, gender, age, national origin, disability, or veteran status.",-1,201 to 500 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,0,0,82.0,126.0,104.0,VA,-1,1,0,0,1,0
Data Scientist - 300269,Grainger,4.1,"Lake Forest, IL",$93K - $125K (Glassdoor est.),"W.W. Grainger, Inc. is seeking a Data Scientist in Lake Forest, IL with the following requirements: Master’s degree in Statistics, Mathematics, Data Science, Computer Science or related field plus 1 year related experience. Prior experience must include: Analyze and interpret statistical data in the form of data visualization and statistic calculation, translate numerical findings into actionable insights and implementable solutions; Design and conduct experiments, collect the data to measure results and test hypotheses, create inferences and recommendations; Design, implement, and validate statistical and machine learning models like regression, decision trees, clustering, and time series modeling; Utilize statistical computer languages in SQL, Python, R, IBM SPSS Statistics, and MS Office; Present clear and concise results to business partners to adopt and implement analytical recommendations. Up to 20% remote work allowed.

Please submit resume to https://jobs.grainger.com/, reference job #300269",-1,10000+ Employees,1927,Company - Public,Wholesale,Retail & Wholesale,$10+ billion (USD),-1,0,0,93.0,125.0,109.0,IL,96,1,0,0,1,0
Data Scientist (L6) - Ads,Netflix,4.3,"Los Angeles, CA",$104K - $181K (Glassdoor est.),"Los Angeles, California
Advertising
At Netflix, we seek to entertain the world. We have more than 200 million members in 190 countries, reflecting that great stories can come from anywhere and be loved everywhere.

In Nov 2022, we launched a new lower-priced, ad-supported tier for our customers. We are now continuing to build on our goal of providing more choice for consumers and a premium, better-than-linear TV brand experience for advertisers. That said, we are looking for the founding members of this new business area for Netflix!

The Ads Data Science and Engineering team at Netflix’s mission is to help build the foundation of the ads business at Netflix. We conduct analyses and develop analytic tools, build predictive models and algorithms using machine learning, all with the goal of creating more choices and joy for our members. You’ll work closely with partner teams to build workflows, provide recommendations and drive success on end-to-end analytics initiatives in this 0 -1 space.",-1,5001 to 10000 Employees,1997,Company - Public,Internet & Web Services,Information Technology,$5 to $10 billion (USD),-1,0,0,104.0,181.0,142.5,CA,26,0,0,0,1,0
"Scientist, Data I",ABBVIE,3.9,"Crystal Lake, IL",$67K - $92K (Glassdoor est.),"AbbVie’s Operations Business Insights (OBI) group is continuously innovating to transform AbbVie operations organization to enable the use of data and analytics to drive world-class innovation, performance, and agility across many functional areas.
We are looking for an Associate Data Scientist with entry-level experience in Software Engineering and Data Engineering who aspire to further advance in Data Science skills.
The Associate Data Scientist will assist in bringing machine learning solutions to life by translating business requirements into deployable applications, using complex SQL queries for data query and writing efficient R/Python codes.

Responsibilities:",-1,10000+ Employees,2013,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$10+ billion (USD),-1,0,0,67.0,92.0,79.5,IL,10,1,0,0,1,0
Data Scientist (All Levels),Noblis,4.4,"Reston, VA",Employer Provided Salary:$84K - $147K,"Responsibilities:
Noblis is seeking to hire Data Scientists (All Levels) in Reston, VA

As a Data Scientist with our team, you will be working with our federal clients to rapidly develop innovative proof of concept and prototype solutions for our clients’ immediate mission challenges. In your role, you will work on multiple projects with teams of other data scientists, software developers, and SMEs to apply the best practices and state of the art data science and machine learning processes. As a data scientist you will be working closely with federal clients providing services to develop AI/ML models and weights to selected data to facilitate object detection, data triage, search/optimization, inference, facial recognition, behavior detection, and automated discovery and decision making, maintaining model versioning system and experience identifying new vulnerabilities in models.

On our team, you will:
Qualifications:

Client Engagement: · Learn about and support Noblis’ client engagement, corporate values, and corporate strategic priorities, including providing input to proposal writers. · Build a productive relationship with your client and understand their structure and goals. · Participate in the proposal process by providing input to proposal writers. Overview:",-1,1001 to 5000 Employees,1996,Nonprofit Organization,Business Consulting,Management & Consulting,$100 to $500 million (USD),-1,0,1,84.0,147.0,115.5,VA,27,0,0,0,1,0
Junior Data Scientist,Choice Fitness,3.3,"Atlanta, GA",$72K - $102K (Glassdoor est.),"As a Junior Data Scientist, you will help support the Senior Data Scientist in analysis and research, and machine learning modeling that is underpinning new and current products. Additionally, the Junior Data Scientist will support the Data Engineer in building new data pipelines including new ETL functions.

Minimum Qualifications

Bachelors degree in STEM field using applied statistics and/or machine learning with two plus years of experience.

Strong statistical and mathematical skills: You should have a strong understanding of statistical concepts such as probability theory, hypothesis testing, regression analysis, and machine learning algorithms.

You should be proficient in at least one programming language, such as Python or R. You should also be familiar with SQL for data querying and manipulation.

You should be able to clean, manipulate, and transform data using tools like pandas and numpy in Python or tidyverse in R. You should also be able to create effective data visualizations using libraries such as Matplotlib or ggplot2.

You should have a basic understanding of machine learning algorithms such as linear regression, logistic regression, decision trees, and clustering techniques.

You should have excellent communication skills, including the ability to clearly explain complex technical concepts to non-technical stakeholders.

The ability to work collaboratively with other team members, including data engineers, data analysts, and business stakeholders, can be beneficial for you in delivering successful projects.

You should be able to identify and solve complex problems, often with incomplete or imperfect data.

You should have excellent attention to detail, ensuring that your data analysis is accurate and error-free.

You should be willing to learn new skills and keep up with the latest industry trends and developments.

Nice-to-have skills and Experience

Experience with AGILE/SCRUM/JIRA.

Experience with the AWS cloud platform.

Understanding of deep learning algorithms.

Having domain expertise in criminal justice, crime analysis and/or risk calculation.

Knowledge of data ethics and privacy.

Project management skills scoping, planning, and executing.",-1,Unknown,-1,Company - Public,Beauty & Wellness,Personal Consumer Services,Unknown / Non-Applicable,-1,0,0,72.0,102.0,87.0,GA,-1,1,0,0,1,1
Junior Data Scientist,Soothsayer Analytics,2.9,"Livonia, MI",$81K - $113K (Glassdoor est.),"Junior Data Scientist
Working Hours : Full Time(W2)
Experience : 1+Years
Locations : Livonia , Michigan

Soothsayer is seeking Data Scientist who has an interest in solving challenging ML/ AI problems. The Data Science team works on a variety of exciting analytics (ML, AI) projects.",-1,Unknown,-1,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1,0,0,81.0,113.0,97.0,MI,-1,0,0,0,1,0
Data Scientist,OneMagnify,4.4,"Detroit, MI",$102K - $141K (Glassdoor est.),"OneMagnify is a one-of-a-kind combination of technology, creative, strategy, data, analytics, and a wide range of marketing services that cut across multiple practice and solution areas to deliver a whole that is truly greater than the sum of its parts. Today’s sophisticated business and marketing landscape requires a fresh, vigilant, and more connected approach to human communications – and we get it.
We’re always looking for diverse, passionate, and skilled candidates to join our award-winning work environments. Our offices have been rated Top, Best, and Coolest places to work by numerous sources for multiple years in a row dating back to 2010. In fact, we were recently rated one of the Best and Brightest companies to work for in the nation. Apply today. Show us what you can do. You might be exactly who we need.
We are looking for a client facing Data Scientist who is excited to create exceptional client partnerships. This role is perfect for a creative problem solver with a vision of how to harness the power of data to help clients make informed decisions.
About You:",-1,201 to 500 Employees,1967,Company - Private,Advertising & Public Relations,Media & Communication,Unknown / Non-Applicable,-1,0,0,102.0,141.0,121.5,MI,56,0,0,0,1,0
Marketing Data Scientist,Sephora USA,3.6,"San Francisco, CA",Employer Provided Salary:$153K - $169K,"Position
Marketing Data Scientist

Profile
Job ID: 230380
Location Name: FSC REMOTE SF/NY/DC -173(USA_0173)
Address: FSC, San Francisco, CA 94105, United States (US)
Job Type: Full Time
Position Type: Regular
Job Function: Marketing
Yes",-1,10000+ Employees,1969,Company - Private,Beauty & Personal Accessories Stores,Retail & Wholesale,$1 to $5 billion (USD),-1,0,1,153.0,169.0,161.0,CA,54,0,0,0,1,0
Sr Data Scientist,f5,4.1,"San Jose, CA",Employer Provided Salary:$160K - $241K,"At F5, we strive to bring a better digital world to life. Our teams empower organizations across the globe to create, secure, and run applications that enhance how we experience our evolving digital world. We are passionate about cybersecurity, from protecting consumers from fraud to enabling companies to focus on innovation.

Everything we do centers around people. That means we obsess over how to make the lives of our customers, and their customers, better. And it means we prioritize a diverse F5 community where each individual can thrive.
Today, as part of F5, Security products identify and stop automated attacks and fraud against web and mobile applications of the Fortune Global 2000. Tomorrow, we’ll need to fight even more sophisticated adversaries, while helping human users to have ever more friction-less experience. Come be a part of our unparalleled team that is responsible for making the Internet a safer place for everyone.
The Position
The annual U.S. base pay range for this position is: $160,499.00 - $240,749.00",-1,5001 to 10000 Employees,1996,Company - Public,Computer Hardware Development,Information Technology,$1 to $5 billion (USD),-1,0,1,160.0,241.0,200.5,CA,27,0,0,0,1,0
Technical Associate I/Data Scientist,MIT,4.3,"Cambridge, MA",$85K - $122K (Glassdoor est.),"TECHNICAL ASSOCIATE I/DATA SCIENTIST, Biological Engineering, to implement, design, and build supervised and unsupervised algorithms to predict human performance in behavioral, cognitive, and physical tasks from their molecular features as part of the data science and engineering team within the Fraenkel Lab. Technological advances in the acquisition of biological data over the past decade have resulted in an explosion of information. Computational integration of different data modalities remains a key challenge, however, for researchers aiming to understand the underlying spatial and temporal biological processes. Will address this challenge through the application of state-of-the-art machine learning tools with the goal of generating new testable hypotheses. The main responsibilities include researching, designing, implementing, and comparing novel ML solutions within the multi-omics integration domain for predicting biological aptitude and/or other clinical outcomes; identifying and analyzing biological databases to develop novel feature solutions and develop automated processing tools; assisting with developing research publications and/or related novel intellectual property; and performing other duties as assigned.",-1,10000+ Employees,1861,College / University,Colleges & Universities,Education,$1 to $5 billion (USD),-1,0,0,85.0,122.0,103.5,MA,162,0,0,0,1,0
Data Scientist (REMOTE),"General Dynamics Mission Systems, Inc",3.8,Remote,Employer Provided Salary:$120K - $133K,"Basic Qualifications :
Requires a Bachelor’s degree in Engineering, or a related Science or Mathematics field. Also requires 5+ years of job-related experience, or a Master's degree plus 3 years of job-related experience.

Due to the nature of work performed within our facilities, U.S. citizenship is required.
Responsibilities for this Position:
GDMS’ Deep Learning Analytics Center of Excellence (DLACoE) is looking for a data science professional having a wide range of data integration, data visualization, big data, and programming skills. Candidates should possess a demonstrated understanding of machine learning and profiency in software engineering with the ability to apply these skills under real world conditions.

Our Commitment to You:


Salary Note: This estimate represents the typical salary range for this position based on experience and other factors (geographic location, etc.). Actual pay may vary. Combined Salary Range: USD $119,700.00 - USD $132,700.00 /Yr. Company Overview:",-1,10000+ Employees,1952,Subsidiary or Business Segment,Aerospace & Defense,Aerospace & Defense,$1 to $5 billion (USD),-1,0,1,120.0,133.0,126.5,Remote,71,0,0,0,1,1
Head of Data,Calendly,3.6,"Atlanta, GA",$103K - $150K (Glassdoor est.),"About the team & opportunity
What's so great about working on Calendly's Engineering team?
We make things possible for our customers through impactful innovation.
As Head of Data, you will guide the design and implementation of a multi-disciplinary data team comprising data architecture, data engineering, machine learning and data science to form the foundation of business and product intelligence for Calendly. This role leads the teams in the creation, support, and evolution of the cloud technology underpinning a hyper-growth SaaS solution. In partnership with development, product, and business partners, you own the data structures, models, and ecosystem of services that inform business strategy, improve our understanding of our customers, and enable an intelligent product experience. Your team strives for excellence in flexibility, scalability and security of Calendly's greatest untapped asset!",-1,501 to 1000 Employees,2013,Company - Private,Software Development,Information Technology,Unknown / Non-Applicable,-1,0,0,103.0,150.0,126.5,GA,10,0,0,0,1,1
